text,is_Error
Love u ❤️❤️,0
Great,0
Good,0
It's good quality content provided app best app,0
Good,0
Dayum just using it and flow function is so easy and all those things best browser ever damnnn blown away!!!,1
Great,0
Best app✌️✌️✌️👍,1
Super,0
Super,0
Its cool its the future you should download it,1
the best,1
That's very cool browser for downloading Big files or movies,0
Nice app,0
Great Browser that blocks annoying ads,0
Good,0
It's been a while since I haven't been able to log in to my account. I've reset my password several times but I am unable to log in. I even receive sign-in notice email. But the app still prompts me to log in as the password is incorrect and it is not. I just changed it!!! Please advise.,1
hhhhh lol,1
It says download finished. But the movie is not saved in internal storage. When opened from downloads it says cannot open file. Wasting my data.,0
Lal12345,0
Excellent for me but in new update video player its oky...but in video player..but default automatic set included player but ..i should have another default setting to set another player..need to improve..,1
Nice app good dawonload,1
Good,0
I really like this browser it's i used it for almost a week it didn't had any problems until it couldn't even open i opened it but it crashes itself it wouldn't open i tried reinstalling it but still nothing please fix this problem i'm using PC i tried everything.,1
Ok,0
Good,0
Slow,0
Opera is the beast among browsers....👽,0
opera built in vpn is not connecting in bangladesh,1
"Tanto en el celular como para pc, opera funciona genial! Fluido, rápido, completo, no le falta nada. No pienso volver a Chrome.",1
Good experience,0
Superb Browser ...Need some more optimization,1
Exceptional,0
Nice and prfet app.,1
Good to use.,0
I use this for Omegle back camera option only.... Baki maa chuda opera,1
Awesome app and I love you opera,0
Ok,0
Nice app but need someone improvement,0
Great browser,0
ყტ6,0
Nice,0
Best servec,1
Good,0
Perfect,0
Reliable and unintuitive 👍,0
Fast and efficient,0
Very slow,0
ueee hh,1
Web will see how good if it is i will rate later.,1
❣️🔥,0
Amazing app,0
Must Download Everyone,0
"Hello, your program is good",0
many basic desktop features are BLOCKED on chromebook. even removing unwanted sites from your homescreen,1
"If you don't want to use uc browser , opera is the best alternative..",1
Good service Vnjjkbhjjjjjjjjbbbhjjj,1
The best browser😍 I Love it😍,1
"works great, one of the fastest browsers out there, maybe the fastest 😎",1
Exellent,1
Good,0
Nice,0
"This app is so good and so fast, i like it!",1
Net speed bast this app,0
Kids ..,1
Likes to crash a bit and the VPN is slow. The only difference between this browser an others is the VPN... I ended up paying for a VPN 😢,1
Fair,0
It's one of the best ever,0
Very good,0
Like,0
love Parjapati 🌹,1
OK!,0
The opera mini has refuse to download on my H45 mobile phone always give this infor cant download opera mini please try again,1
Awesome browser.I like it.,1
Nice,0
Good,0
Pure beauty,0
Very bad,0
Darun,1
So now,0
Great experience 😁🐱🐱😁,0
Good,0
Best browser for a reason.,0
cool,0
Good,0
Junk. Doesn't block ads on youtube. And I really don't like large ads showing on my home page.,1
"Soemething is wrong with new update, takes forever to save an image!",1
Not bad,0
Single handedly the best browser I've ever used,1
Good,0
Good and satisfied. Reload is useless.,0
Download,0
This is good app for this Pakistan country,0
its nice,1
So cool i give it 5 because it is so Cool i am gonna abandon you ok Bye,1
Love this it's so much fun and everyone is so inspiring 💗,0
I have been locked out of a lot of features including making videos or even commenting,0
Good,0
Hi Fans New Likee Good,1
Good,0
Don't you think children must just use the app they are already there,0
Good,0
Nice,0
💕💕💕💕,0
Cool,0
So good app i love this app,1
5stat,0
Mdma 🎂🔥🤔,1
likee is best to us,1
Nice,0
You are amazing,0
Nice apps,0
Likee please unlock my live call,1
Its amazing,0
nc,1
Please why are my viewers low n likes low...I try to buy the cone they ask to buy but its not working..wish to why n how to buy it please.Tnks,1
I love this app,0
Good,0
Viral my videos,0
GD 😑😕3star,0
Love you,0
Harsha Vino,1
It's a great app you can get money and diomands but best of all there is community of wonderful people and cool videos.,1
It's perfect,0
Nice place to grow up ☺️,0
Good app,0
অনেক সুন্দর লাইকি,0
"They banned my live when I was doing my hair and have not gave me a real reason why I am banned. Banned for a year. They banned another friend of mines account and took their beans which was worth a lot of money. They ban people with no explanation and take their money. Run! They allow kids to run the app, and people get banned without fair trial. They should treat their hosts better. Do not host on here. They take your money.",1
Love it,0
It's so relaxing to watch and sometimes when I watch it I kind of give it our heart because it's just like dark and sometimes it's so sorry is the best thing ever so that's why people are really fun for supper and the graduation stuff,1
This app is the best app i have ever had💖,1
Good,0
Bad,0
Khan g,0
Zohaib,1
Awesome,0
This is great,0
Good,0
Queen,0
Vlo app,1
Wow likee app,1
Malkrazs,1
Amazing,0
Ver very nice but the unwanted and bad peoples vedios that against Moral values Should be removed. Plz remove bd vedios,1
Greatest app,0
Best app liked l love 😘😘😘😘💕💕💕,0
BEST OF LUCK 🤞,0
hhh,1
I🖤LIKEE,1
Good,0
I want too grow my account,1
Very nice and smooth platfrom.. hope to get live when got level 20. Im on level 17.. thank you likee.,1
Plezz likee aap open my live I have been block for 1 year plez cheak my account and open my live as soon as possible plez open my live likee,1
nice,0
حلوة,0
Abduallah,1
I love thes videos,1
থদঝঝঝঝরররলধধধতণঝধধদশধধদদদদডডণৈদদদজজঝঝধধধধধজজজজজজঝজজজজঝজজজজজজজজজ,0
Good,0
Plzz help likee team,1
kazi parevz,1
RANA Haroon Do you understand,1
Best ever... And fun to use,0
MD Kamal,0
nc,1
"Essentially, eye-candy.",0
"Outstanding Application 💕👈 But , Likee Pak Adminstration 👎🙄🤔 Mr Umar , It's been 3 years since I joined the application.My sending in App 641K . When you will not reply to our massages in the application, you tell us what to do.",1
Bahot hi achi app hi,1
Cool,0
", a tt tr",1
Kimal,1
So good Likee - Let i love Likee,1
Nice likee,1
I didn't like it I would give it a 0 but u have to at least put 1 what happened was I was looking on the app and then someone sended a nude picture of there knee but it was gross ethier way how could likee alowe this 0 stars,1
Mstana,1
Minyfamily,1
Nc,1
3 year,0
Likee is a good app,1
Thank you,0
Good app,0
v nice app,1
Excellent,0
I want to grow my account,0
wow,0
1 star review cause of how bad this is this is just a rip off of tic tok. edit: NO IM NOT GIVING U 5 STAR U JUST AN OFF BRAND PLS,1
For you,0
I mean this app is great but the reason I give 3 stars is because of all of the notifications from this app I always get it and I always get annoyed I get too many like 22 notifications it's so annoying please fix it I would give it 5 stars if it's fixed Have a good day.,1
Wow,0
"Lets very young children on this app 6,7,8yo girls showing whatever too whoever is on there. Pathetic Likee.",1
Only need followers,0
This app is so good,0
"Everyone assumed that, thanks to this online trading app, online trading would become much easier, more comfortable, and most importantly, more profitable.",0
"When you look at the functionality and design of this app, you'll find that having aesthetic data at super speed is actually very simple and enjoyable.",0
Marketplace sharing program is appealing because it easily offers a wealth of knowledge. You can also keep an eye on your portfolio and add capital and stocks to your watch list.,0
I'd give anything to get and use Edelweiss quickly to get stock market updates because I'm so happy with the app's features and design.,0
"Progressive App! I have had no problems with this app and would strongly advise you to install it on your mobile phones. Trading becomes very simple and convenient with this magnificent Edelweiss app, which is pleased with the characteristics and design of the process.",0
The Edelweiss app has a straightforward KYC method that saves both time and resources.,0
They aid in a variety of ways by addressing all of the related problems economically.,1
"My father was able to develop his personal investment using the Edelweiss app, which is extremely simple to comprehend.",0
People who don't know anything about trading can invest in inventory with ease using this app.,0
I've invested in a variety of stocks and consider them to be stable.,0
"Since it is so user-friendly, there is no need to change passwords regularly.",0
"I was aware of trading when I first began using Edelweissapp, but I am now at ease because it assists with stock exchanges.",1
"After 5 weeks of use, I need to understand the validity and transparency of this technique. It's completely trustworthy.",0
The latest analytics are incredible. Better than the other providers that only provide standard programming. Thank you so much.,0
"It's a secure, quick, and fantastic trading app.",0
"All should read this and keep track of their electronic stock investments, in my opinion.",0
This magnificent stock exchange application is very well liked because of its great design and user-friendly service.,0
"This online trading software was discovered by a fantastic team, and it's nice to have one for free. After trying a few other applications, I decided to use this one.",0
"Very nice and basic program - no problems at all, and all necessary information is easily available.",0
"You can add as many mutual or stock funds as you need at any time while working, and it will be updated in real time with a quick swipe to the left.",0
"Having the ability to trade while on the run is extremely beneficial. For investors, this is fantastic tech.",0
Good,0
"A very nice and straightforward program - no issues at all, and all important information is easily found.",0
"The app is simple to use, provides many choices, and meets our needs; it has been in use for over a year.",0
I'm overjoyed that this app has been able to reach you!,0
"I am very pleased with this program, which provides fair yields while posing minimal risk.",0
An incredible piece of software that shows crucial information without the use of unnecessary extras.,0
It was incredibly beneficial. It is completely free. It's easy to keep track of your own investment. This is a program that I enjoy using.,1
A fantastic piece of software for keeping track of my stock market investments.,0
"Buying low-risk capital market investments has never been easier, and the resources on this program are fantastic!",0
All customer-centric items are followed by an exemplary program.,0
"Wow, this app has been a big success and has made investing a breeze for me. To get a taste of this great form of stock market investing, I would certainly recommend this app to my family and friends.",0
The latest analytics are incredible. Better than the other providers that only provide standard programming. Thank you so much.,0
"This software is fantastic, and it has greatly aided me in putting money into stock market investments on the go. In the afternoon, expertise grows.",0
The best software makes it simple to transact and monitor the fund process.,0
That's the highest level of quality we'd like to see in a program. This is a great initiative. The user interface is attractive and stable.,0
The best user interface among stock exchange investment programs,0
"First and foremost, a great deal of details can be gleaned from a simple glance.",0
They software is running smoothly and continues to progress.,1
That's the highest level of quality we'd like to see in a program. This is an outstanding piece of software. The user interface is attractive and secure.,0
"My father urged me to begin trading, and I eventually did so with the Edelweiss app.",0
"I've been using this app, which is very light weight and easy to run, since last year. It does not necessitate expert guidance. Apps that are easy to use. The level of competence is extraordinary.",1
And I've never had a communication problem with this app even when my internet connection is poor.,0
"One of the best online stock exchange programs available. Only the best programming will be revealed. Thickness is exceptional. A feature-rich, user-friendly software. Best-in-class port, simple to use, fast processing, and frequent use. Quite useful. The group also introduces new functionality on a regular basis, enhancing the initiative's overall effectiveness.",0
"In practice, the layout team is quick to roll out updates to keep the software becoming more user-friendly on a daily basis. Hey, congrats!",0
It's an excellent and easy trading program. It's simple to deposit and withdraw money. The trading process has been simplified. I really like the show.,0
A wonderful port trading platform that is easy to use. I've been using it for quite some time and am quite pleased with the excellent service.,0
"The software is operational, and I would suggest this application to anyone looking for an inventory program proposal.",0
"Excellent applications, excellent operation, excellent problem-solving, and exceptional and simple assistance. Completely ecstatic.",0
"The optimal software for studying the basics and words of the stock market... There are a lot of excellent tips and words that are described in basic terms. Uh, go ahead and do it. You are not required to conduct any study. They offer it on your mobile platform. As you go about your business, the graph works flawlessly.",0
"Its user interface is also very good, making it ideal for first-time stock market investors. Edelweiss provided an outstanding service.",0
"This app is extraordinarily clever and easy to use. It was everything I adored. Yes, it has live monitoring capabilities in a way that has never been seen before. Make it easy for the dealer. All is in one location.",0
It's easy to use and manage for me. A brilliant concept and execution!!,0
All financial items are really user-friendly since they are all housed under one roof.,0
"The Edelweiss platform is ideal for first-time investors and is also simple to execute. For direct MF, this is a wonderful AMC.",0
"Do not invest if you are forty and have not completed inventory and addressed business investment, according to investment guides. I was forty years old and had a great time directing Edelweiss.",0
An amazingly pleasant and uncomplicated predictor of Edelweiss ability... This program appeals to me greatly.,0
"This software is very collaborative and user-friendly. Additionally, the fact that you can invest directly in NFO is an additional reason to use it!",1
"You will be able to evaluate the fund's efficiency, adjust numbers, and make withdrawals. All of this can be found inside the software itself. It simplifies the whole SIP process, so you don't have to be worried.",0
"It's not a hoax, to be sure. This software can be trusted. Just one problem today is that it does not indicate whether an investment is increasing or declining on a regular basis."" It shows us how much benefit or loss we have at night.",1
"Good luck in your search for a software that could provide real-time quotes and allow me to set up notifications for shares I monitor on a regular basis. Well done, team. I'm not sure how I'm going to get to Edelweiss.",0
This magnificent stock exchange program is worth using because of its great design and user-friendly features.,0
"This online trading app was discovered as a result of fantastic group work, and it's great to have a free one; after trying a few different programs, I decided to use this one.",0
I'd like to teach you how to use this app and invite you to download it so you can get more exciting updates.,1
"The app's functionality and interface astound me, as does the general market share information presented.",0
I highly recommend this surprisingly well-built and user-friendly market share app to all.,0
Excellent feature; I love this wonderful app because it is both quick to use and fascinating software for the share industry.,0
"In comparison to other people, Edelweiss, a rewarding port, is very helpful in finding all information about shares and other relevant information.",0
"Amazing applications with excellent features, praised Edelweiss's whole operation when it came to stock exchange investing, and was amazed by Edelweiss's operation.",0
"There are hundreds of online trading programs, all of which do fantastic work, but this is my all-time favorite program; keep it up, guys.",0
"As a result of the Edelweiss team's constant efforts to improve the program. There is no lag, it is simple to use, and it is quick and simple to use.",0
"A great trading forum. Fantastic graphs and methods for analyzing the trednd market that are easy to use. Additionally, excellent customer support is provided.",1
This is a great credit score and mutual fund analysis software with a lot of useful features.,0
"The app is excellent at providing strategic perspectives on securities; all live stock exchange updates can be accessed here, and I strongly advise you to everyone.",0
The app is cutting-edge because it provides a wealth of information about the stock market in a simple and precise manner.,0
"It is incredibly simple to use such a fantastic share marketplace program; it is up to date, and one has instant access to market news.",1
"I would go to any extent to acquire and use Edelweiss in order to receive stock market updates as soon as possible, and I am fully happy with the software's design and features. I have had no problems with this app and would strongly advise you to install it on your mobile devices. Trading becomes very simple and convenient with this magnificent Edelweiss app, which is pleased with the functionality and layout of the tool.",0
"Excellent work, I'm really enjoying this great online trading application; it's really user-friendly and easy to use.",0
"The Edelweiss platform is exceptional and the best for investing, and the advisor outperforms the competition.",0
This is a great forum. The combination of advisors and machines is working admirably. Strongly advised.,0
"I consider myself to be a passive investor, and this software is ideal for me. The program itself is very nice; it offers a detailed overview of your family's finances in a single window. I am now a paid member, and I have no reservations about signing up.",0
A fantastic app for keeping track of and growing your investments.,0
"The app and the overall product are great. It's easy to use and understand. Often, excellent assistance. It's a no-brainer if you're a serial investor.",0
This app really fills a gap in the market. Awestruck experience. Keep up the excellent work.,0
"After logging in with your new password, you'll find a nice mutual fund investment app.",0
Entry to the stock market is nice and convenient.,0
Enjoy using this app! Never use such software and depend solely on annual certification audits. It's real-time right now! We appreciate your prompt response in addressing the issues and implementing solutions.,0
"I like how the app organizes things in one location by financial information, making it easier for me to keep track of them. Highly recommended",0
"I've been following this app for stocks and mutual funds for over a year. It's an outstanding app for all financial investments. A must-have for all. It had forewarned me about Yes Bank six months in advance. It recently alerted me to low-investment-rated papers in ICICI Balanced, which I purchased a few months ago.",0
It's been in use for a day and has proven to be successful.,0
It's a brilliant app that covers all of my savings and liabilities in search of something like this instead of keeping a drive sheet. It's been in use for a day and has proven to be successful.,0
"Effective software for keeping track of all of your investments in one location. Both the user interface and the overall experience are excellent. There are a few bugs, but that's to be expected given that this is a new app that I'm hoping to improve over time. Good luck, team!",0
Oh my goodness! -Woah! All of my investments are in one place... This app is awesome!,0
"It's a good app for consolidating all of your investments on one platform and making it easy to monitor or keep an eye on your portfolio. The NPS Tier 1 investment is now included, making it a complete app for monitoring all of your investments.",0
"For all financial matters, this is the best software to use. Without a question, the best choice for all organized exposure on all personal finance matters.",0
This app is fantastic for managing finances.,0
To send you such timely and candid advice.,0
"The user interface was awesome, as was how easy it was to invest in various stocks ( India & US ). There's a lot that goes into making transactions go quickly and smoothly!",1
This is a great forum. The combination of advisors and machines is working admirably. Strongly advised.,0
"The Edelweiss platform is exceptional and the best for investing, and the advisor outperforms the competition.",0
"I consider myself to be a passive investor, and this software is ideal for me. The program itself is very nice; it offers a detailed overview of your family's finances in a single window. I am now a paid member, and I have no reservations about signing up. The analyst recognized my financial objectives and recommended a solid approach.",0
Super game,0
It's fun it's great anvil really addicted to it and can you put some new birds and new bosses,1
Fun,0
Angry amazing,0
Bored,0
This game is great I heard about it and I made a good choice for downloading this game,0
Super birds,0
"This game is good, everything about it is awesome. Although, the arena is just a copied idea from Plant's Vs Zombie's 2; But it's still a good game, there is only one problem though...When you play a level of the game the sounds get distorted for a few seconds. And whej you beat the level it distorts and again. Please fix this mistake, and I will give you 5 stars. Please replay, and thank you for creating my childhood.",1
Pagle game hai,1
G G G,0
Good game. I just can't access the store.,0
Good game,0
"Fun game and I love the new graphics and art style, but another great game ruined by the pay to play model. Pure greed, I'm not going to drop £100s on a mobile app, just let me buy the game the old fashioned way. Edit: dropped my stars on this. Came back to it after a long time off and it's literally impossible to make progress without paying. Arena is also definitely fixed to make you lose if you don't pay. Trash.",1
It was good I recomend it but....... #bring 2012 back I want a developer response why did you take angrey birds 1 star wars angrey birds 1 and 2 as well as Rio angrey birds,1
Nice,0
Lallantap,1
"Fun, but would like to know why all of a sudden all my levels disappeared, and the game started over from the very beginning. Very frustrating since I've been playing for more that a year.",0
Nice,0
Excellent,0
Osm geme,1
ماداركود,0
😎,0
Fun fun fun,0
👌🙏,0
Super,0
😍,0
It's that much good that I don't have words to say about it,0
Liked this game because it's a bit hard and nice game for me try it out,0
"Horrible update. Been playing the game enough to say I deserve the right to choose which birds I use in a match-up. This is horrible, fix it",0
Extremely fun,0
I love it,0
I love this,0
Mja Aawi gyi chho game khel ke,1
It keeps me coming back for more.,0
I think this is 5 stars i ryl like the graphics and its a very nice game if your on trips and thx for having this out if I see a channel that is this game I will support it.,1
"Great gameplay and amazing graphics plus who doesn't know about angry birds, the game?? Brilliant over all game, 👍👍👍",0
cool 👍👍👍👍,1
its amazing game ever,1
Can't get enough. I love this game forever!!,0
Love this game,0
Awesome,0
Not good soo bad hooooooooooooooooo 😭😭😭😭😭😭😔😭😭😭😔😪😪😫😫😫😫😣😣😒😒😒😒😒😒😒😒😒,1
I love red,0
Very nice game 👍👍,0
Nice game,0
Jgg,1
Waste of time the game is not opening and it should be offline,1
Best game,0
I am so happy,0
bohut val lagise dei eman Boria game ?s.,1
Great fun,0
Mst hai,1
I don't know,0
Nice game,0
"I'm so angry 💢😡,, it's not opening",1
Tasty but we need more bois and also some cheese with my pasta,1
Faltu game not start ing,1
Bbb,1
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,0
Nice,0
Excellent,0
Good best,0
Loving this game!!,0
Different from the older versions... but still fun.,0
Wow.,0
It's pretty good but angry birds 1 is better,0
"Arena is impossible to win, the game is chance based and not skill based.",0
"The game is good but too much cards, and hats, and equipment eyc etc. Took me 5min to get to an actual map",1
Xxxxxxxxx to you and your family and friends is nice video is not available for remote playback to you and your family and friends is nice video is not available on this device is not available on this device is not available on this device is not available on this,1
Red and blue one and I can come in tomorrow morning I have a few more days before the meeting on Monday to get paid and the other one I can get a few of my good morning text when I'm good morning I have good experience I can get a copy I can get a ride and the meeting on the meeting is at a copy I have good knowledge in tomorrow to the meeting on the other one and only and not the one I sent is for a few minutes before and after pictures of you I am a few days,1
Oonice,1
This Game Is Very Fantastic 😊👍👌....l.... Like this game so much Thank you........,0
Wow,0
It's Amazing! 😍,0
Its relaxing and endless levels thanks for creating this,0
Not opening this game,0
Supeer And play this game offline pls,1
This is a great game for me I am having fun I hope the other downloders enjoy this game,1
Really the game is amazing 😍 Gradually I love it Very nice game 👌👌,0
Good,0
It is a good game but recently I had an issue with the tower of fortune that made me very angry because I got a lot of things but when I lost I watched a video then the screen became black so I closed then reopened the game but I lost everything that I got.,1
Good game,0
I don't like the game👎,1
Its so fun 😁,0
WOW IT'S A GREAT GAME😌😌😌,1
Lot of Fun!!,0
Good nice game,0
Less punishing in this game to get 3 stars each level,0
Op game,0
Good,0
Love u rovio,1
When i first opened it it just showed me a blank screen with the words angry birds on it so i couldnt do anything...i uninstalled this app..what use is it if it doesnt let you play!!,1
Vare swit game,1
Cool 😎👍 fun 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🐣🐔,0
Nice game play the game and injoy thise game,1
Awesome,0
Utyg,1
Super,0
App is very good..but 2-3 ads are coming between the videos ...its irritating me a lot,1
Lots of ads,0
Works perfectly in every way,0
Nice app to watch anything its good for your timepass i loved this app ♥️must download,1
Kitani adds dete be bichme.. jaha pous kiye ki add.. fokat me movies nhi dena to paise lo.. par har jagah add kyu de rahe,1
😁😁😁,0
Nice!,0
Nice app,0
To many adds,0
Super,0
Unnecessary ads,0
Best app but vidmate downloaded video can't play with mx player why ?,1
Very good,0
Nice and good,0
Too many ads.. I hope they try to rectify it,1
Good,0
"Mx player is best app... We can see Hollywood, Bollywood & Tollywood movies on free of cost also we can enjoy web series... In this app the experience of web series is too high... Web series of mx player is awesome.. I love this app ❤❤❤",1
Mast hai,1
Nice,0
Ok,0
"When playing video, tapping on screen, seekbar doesnt goes by itself. Again I had to tap. Happens after this last update. Plz solve the issue. Thanks",1
.......... ... ..... ....... ........,0
Very nice,0
Nice,0
"Not long i downloaded the app, am satisfied so far",1
Best player which I'm using since 6 years,0
Nice series available,0
New update worst than ever ...and eAc3 .....audio not supported.. .,1
Osm aap,1
op,0
Best video player,0
Very nice,0
Excellent good,0
Less mada,1
Like,0
The update comes with a lot of useless ads,0
Good,0
Jood,1
Nice app,0
sok oun9,1
Outstanding experience.।।।,0
I love it,0
I only use MX. Very good app. Yes sir indeed.,0
"Nice app, always recommendable",0
Very nice,0
Good,0
My best game,0
Veeeessssseeeeer,1
Good Ahsanul,1
Ok,0
Deaf,0
advertisement bahut aati hai ya China ki app,1
It good but we need system software fot it,1
Osm,1
nice,0
عالی,0
Awesome superb app one request add more and more English horror & romantic movies and Hindi horror & romantic movies,0
Excellent application,0
Bad app,0
Good,0
Good app .. not fund all movies,1
I can see my k&cdrama here in Hindi but there are so many ad's please reduce ad,1
Good,0
I like it.,0
Nice,0
Nice,0
"Not being able to watch some episodes of webseries, even With good internet speed",1
Awesome,0
A good app,0
Good gop,1
Good jop,1
Excellent,0
I love app,0
Feeling good and so happy this app Is the best regards,0
Super player,0
Excellent,0
Wl,1
Super,0
Nice.thanks,0
Nic aap hd video parfect,1
Good,0
Thank you for your help,0
Nice,0
Nice app,0
Very usefull and nice,1
Nice,0
My favorite app,0
Gud app 👌,1
Perfect,0
R .........,0
Nice 👍 aap,1
Nice app,0
Its to good...,1
This app very helpful for best video experience,0
Gud videoplayer for low end android phones!?....,1
Excellent,0
Too much ads. I have uninstalled mx player.,1
Very good,0
Moveis wep shows free wonderful app all languages,1
Buy or sell time total paying amount (margin) not showing. Just like Zerodha kit. all the time I buy / sell time calculator helps me. Over all Sharekhan is to good 👍,1
App closed immediately by saying connection timeout. Tried reinstalling the app..but app doesn't open even after reinstalling.,1
"App crashing from 19th March 2021, app close automatically please solve issue.",0
App is not opening from lasy 4 days,1
Unable to open the app,0
"Most of the times, the app does not open.",1
"This is very good app for learni g english, and also it's supporting team is excellent if get any problem. I continue third time with this app.",1
This is absolutely good app.Teachers are very friendly and helpful if anyone really wants to achieve fluency and command on English language then go for it.,1
Wonderful app 👌. The experts are really helpful. Gaining confidence day by day. Loving it 😍,0
It's great,0
Konsa app hai bhai ye 1 like bas Josh app 2k likes aate hai,1
"The best thing about this app is that the videos are very entertaining and not cringy like other short video apps, anyone can watch videos on this without worrying",0
I think the best app in india,1
"Watch Hindi Videos, English Videos, Kannada Videos, Punjabi Videos, Bangla Videos",1
Mitron offers a platform for people to become the next Desh Ka Star with the ability,1
This is the very good application for all people I really inspiring this app,1
Good app. Highly recommended for all. I just loved using this app. Good job!,0
"This app is fully verified , fully secured and very fast . I am share this app for all people .",1
Excellent app for short video I like this app I agree this app is best app,1
I have been using this application for the last one week. I like it very much.,0
Indian short videos and more entertaining app,0
Highly recommend application this is.,0
Mitron offers a platform for people to become the next Desh Ka Star with the ability to create,1
Thanks to the developer of this app.,0
Very much top class application this is.,0
Free online mitron entertainment this is the first time use me,1
The application seamlessly offers all users hands-free recording features combined,0
Good viedo are present in this application.,1
This is a best app for short video I love this app I aggre this is a best app,1
I am really loved this app this was a great app . It's great app,1
This is a best applicatio for the play store.for the entertainment.,1
It is very useful and popular application for India's short video maker in Play Store,0
Mitran short video and nice and best video in this app and easy to use,1
According to my personal experience in this application is best for the play store.,0
Highly recommend application this is.,0
Awesome applications for shot video status I like this app I agree this app is best app,1
many others and watch their opinions on current topics. Interact with them and voice your opinion,1
Thanks to the developer of this application.,0
"You can follow personalities like Arnab Goswami, Republic Bharat, My Gov India,",1
I am excited about this Mithun Indian short video app,1
Really amazing application for short video I love this app I aggre this is a best app,1
Mitron india original is the amazing short video app. It is best features available. It is very useful this App,1
Very much fantastic and good application this is.,0
"It is designed for people to showcase their fun, innovative, and creative videos online",0
Mitran short videos and easy to use,1
India's Original Short Video App . Made in India . Watch viral & trending videos,1
Nice ans very much brilliant application this is.,1
It is really good service provide so I am very happy application,1
Mitron india original is the best short video app I ever had we recommended to all must use this app,1
In-short Mitron is the flagship of Atma nirbhar entertainment of Atma Nirbhar Bharat,1
Keep fixing glitches and bugs. Wish you all the luck and success.,0
Use the app I really like it has a lot of features,0
It is very fantastic and amazing application for time pass . We can chat,1
"Now create, edit, and share videos, and at the same time browse through a library of top videos",0
Allow images also for publishing. And the home page is showing unnecessary videos. It shud show only followed ones updates.,1
Very nice app and wonderful app and very helpful app,0
Use the app I really like it has a lot of features😍😘,1
This is a really really amazing and wonderful Indian short video app. I am really impressed with this app,1
Mitron application is a very good application in the Play store I am very interested in this application,1
Mitron short video app I have also use this app and I have provided by 5 star rating of this application 👌👌,1
This is the best app very good app and wonderful app and very nice,0
One of the best application for short video application,0
This is very nice Mitron - lndia's Original Best app it is very important app,1
Wonderful Mitron app is superb for short india videos republic bharat tv i really like this app.,1
"Mitron short video app,it is a awesome and excellent application 👌👌",1
100% secure app this provide and my advice to all people used mitron app,1
I really requested to all my friends download this app,0
It is the best source of entertainment. It's my favorite entertainment application,0
This is very useful application App 👍,0
Wonderful application for short videos I like this app I hope all people need this app,0
This is india's no 1 short Video app. Very low data consume. Great Service.,1
This is a good application I really appreciate and so many days use this app,0
I like the best application for features also available and mitron India's short video maker 👌🤟🥰👍😘😘,1
This is very useful application app 👍,0
"It is designed for people to express their opinions,mann ki baat , and creativity with short videos, Atmanirbhar app, made in🇮🇳🇮🇳",1
All types video available in application Mitron and best app.,1
Excellent application for short videos I like this app I aggre this is a great app,1
Mitron India's original short video maker very awesome and fantastic video in this app 👍😘👌😘👍😘👌,1
It is the India's best short video application with amazing user interface.,0
Excellent Application.I have been using this app it is very great application for short videos,1
One of my favourite application everyone should try this app is recommended to all।,1
Great experince and knowledge this app and all people used mitron app,1
. I recommend you to used in this This is mind blowing application,1
"It's awesome app but, I think sir you should now choose a better logo for your app. To represent your app and you also more effect fully among the other short-video apps",1
Mitron are very wonderful and perfect app. This app very wonderful.,1
I am very interested in this application . I am using this application,1
Nice app Mitron is a free Short Video App and Social platform,1
This is very important application app and I really like this application app,0
Mitron is one of the best app for india's Short Video app. Best Service.,1
Good app. Highly recommended for all. I just loved using this app. Good job!,0
Good app and Indian original service it is nice I use the September long time,0
Mitron Indian app best and so Iam happy this all people used,1
I really like this application. It is one of the best application in the play store,0
This is very helpful application app and this is very useful application app,0
Mitron app very good working and useful app. I like this app very good.,1
Mitron - India's Original Short Video App | Indian Sach a really amazing application. I am totally satisfied,1
I really request to all my friends download this app,0
Awesome company they provide good service to all customers and all on affordable,0
This is a very good application in the play store download and use this app,0
This app is really awesome. I enjoyed using it very much and would suggest you to try it also.,0
Great experienced with this amazing app as best trending and viral short videos,0
This is the very good application so many days used this app,0
No for adds,0
Super study app in India it's a wonder full app and to study the online class,0
Very nice app,0
Stop calling me otherwise I will file a case against you 0 Stars this app is just trash once you searched any course you will be spammed by calls from upgrad app I request you don't download this app For developers: Stop tracking peoples search history and please don't call them it is really annoying,1
Nice app,0
upGrad helps to Upgrade out Knowledge.. Keep exploring and keep learning 👍✨,1
Best app I have ever used. Always gets very interesting features from Upgrad,1
Very useful app is very easy to learn and to know how much we have succeded by using this app,1
Very good technique used by Upgrad perfect application for online learning,1
The best application for digital learning and getting resources for improvement,0
Very Informative & You can manage your account very easily. Thanks Upgrad,1
This app is very nice because in this time of lockdown it is helpful to us in learning,0
Very user friendly and handy app. Very easy to use this application,1
"It's a very worthy app, it helps alot regarding learning online for pg courses. Thank you Upgrad",1
Great app. Easy to use with lots of exciting facilities.,0
Very useful for everything like online learning and much more.. I love it,1
Very fabulous app and the app is best in providing in learning resources,0
Great App with all the needs and requirements covered. Bravo for such a truly centralized app,0
As i always say Upgrad is bestest app i've ever used. . Loved it,1
Very good app for E-learning and much more facilities are available in this app,0
